championship_name,event__name,round_name,rank,bib,nme,noc,total
2023 World Championship,10M Air Pistol Men,Qualification,24,2721,SVECHNIKOV Vladimir,UZB,577-21x
2023 World Championship,10M Air Pistol Men,Qualification,25,2276,JOSEPH Gulfam,PAK,577-21x
2023 World Championship,10M Air Pistol Men,Qualification,26,1704,CHEEMA Arjun Singh,IND,577-18x
2023 World Championship,10M Air Pistol Men,Qualification,27,1571,MACHAVARIANI Tsotne,GEO,576-21x
2023 World Championship,10M Air Pistol Men,Qualification,28,2103,WONG Guanjie Johnathan,MAS,576-19x
2023 World Championship,10M Air Pistol Men,Qualification,29,2520,JOHANSSON Morgan Gunnar,SWE,576-18x
2023 World Championship,10M Air Pistol Men,Qualification,30,2344,COSTA Joao,POR,576-18x
2023 World Championship,10M Air Pistol Men,Qualification,31,1589,FROEHLICH Paul,GER,576-14x
2023 World Championship,10M Air Pistol Men,Qualification,32,2212,AAS Ole-Harald,NOR,576-12x
2023 World Championship,10M Air Pistol Men,Qualification,33,1922,RAKHIMZHAN Valeriy,KAZ,576-9x
2023 World Championship,10M Air Pistol Men,Qualification,34,1522,FOUQUET Florian,FRA,575-21x
2023 World Championship,10M Air Pistol Men,Qualification,35,1906,IMANKULOV Eldar,KAZ,575-18x
2023 World Championship,10M Air Pistol Men,Qualification,36,2692,MOWRER Nickolaus,USA,575-18x
2023 World Championship,10M Air Pistol Men,Qualification,37,1110,LUNEV Ruslan,AZE,575-17x
2023 World Championship,10M Air Pistol Men,Qualification,38,1383,LARSEN Frederik,DEN,575-17x
2023 World Championship,10M Air Pistol Men,Qualification,39,1765,GOLKHANDAN Vahid,IRI,575-17x
2023 World Championship,10M Air Pistol Men,Qualification,40,2744,PHAM Quang Huy,VIE,575-16x
2023 World Championship,10M Air Pistol Men,Qualification,41,1176,WU Felipe Almeida,BRA,575-16x
2023 World Championship,10M Air Pistol Men,Qualification,42,1086,ZECHMEISTER Richard,AUT,575-15x
2023 World Championship,10M Air Pistol Men,Qualification,43,2503,TUZINSKY Juraj,SVK,575-15x
2023 World Championship,10M Air Pistol Men,Qualification,44,2659,OMELCHUK Oleh,UKR,575-14x
2023 World Championship,10M Air Pistol Men,Qualification,45,1795,FAKHRI Zaid,IRQ,574-19x
2023 World Championship,10M Air Pistol Men,Qualification,46,2341,CARAPINHA Tiago Miguel,POR,574-19x
2023 World Championship,10M Air Pistol Men,Qualification,47,1346,DUBOVY Jindrich,CZE,574-15x
2023 World Championship,10M Air Pistol Men,Qualification,48,1630,GAMPIERAKIS Georgios,GRE,574-11x
2023 World Championship,10M Air Pistol Men,Qualification,49,2223,HEMBRE Mattis,NOR,573-18x
2023 World Championship,10M Air Pistol Men,Qualification,50,2738,LAI Cong Minh,VIE,573-17x
2023 World Championship,10M Air Pistol Men,Qualification,51,2649,KOROSTYLOV Pavlo,UKR,573-16x
2023 World Championship,10M Air Pistol Men,Qualification,52,1881,SONODA Yoshinobu,JPN,573-15x
2023 World Championship,10M Air Pistol Men,Qualification,53,2004,ALANAZI Atallah Nidaa K,KSA,573-13x
2023 World Championship,10M Air Pistol Men,Qualification,54,2289,CARRILLO Marko,PER,573-9x
2023 World Championship,10M Air Pistol Men,Qualification,55,1572,MOSULISHVILI Kako,GEO,572-18x
2023 World Championship,10M Air Pistol Men,Qualification,56,1916,MAZEPA Maxim,KAZ,572-18x
2023 World Championship,10M Air Pistol Men,Qualification,57,2568,KHOJAEV Mehron,TJK,572-16x
2023 World Championship,10M Air Pistol Men,Qualification,58,2560,SUTIVIRUCH Noppadon,THA,572-15x
2023 World Championship,10M Air Pistol Men,Qualification,59,1772,POORHOSSEINI LAFMEJANI Sajad,IRI,572-15x
2023 World Championship,10M Air Pistol Men,Qualification,60,1864,KANESAKA Haruto,JPN,572-12x
2023 World Championship,10M Air Pistol Men,Qualification,61,2453,GRGIC Dimitrije,SRB,572-7x
2023 World Championship,10M Air Pistol Men,Qualification,62,1031,FRAGUEIRO Juan Manuel,ARG,571-20x
2023 World Championship,10M Air Pistol Men,Qualification,63,1362,SCHEJBAL Pavel,CZE,571-19x
2023 World Championship,10M Air Pistol Men,Qualification,64,2604,DIKEC Yusuf,TUR,571-18x
2023 World Championship,10M Air Pistol Men,Qualification,65,2456,PETROV Dusko,SRB,571-16x
2023 World Championship,10M Air Pistol Men,Qualification,66,2323,MILIWEK Oskar,POL,571-14x
2023 World Championship,10M Air Pistol Men,Qualification,67,1291,RIVERA RUIZ Juan Sebastian,COL,571-13x
2023 World Championship,10M Air Pistol Men,Qualification,68,1676,TATRAI-FEJES Miklos,HUN,571-13x
2023 World Championship,10M Air Pistol Men,Qualification,69,2699,SHI Jay,USA,571-12x
2023 World Championship,10M Air Pistol Men,Qualification,70,1443,FREIJE TORNEIRO Martin,ESP,570-22x
2023 World Championship,10M Air Pistol Men,Qualification,71,1870,MORIKAWA Seiji,JPN,570-21x
2023 World Championship,10M Air Pistol Men,Qualification,72,1673,REDECSI Mate,HUN,570-18x
2023 World Championship,10M Air Pistol Men,Qualification,73,2511,AHLQVIST Isac Linus Alex,SWE,570-17x
2023 World Championship,10M Air Pistol Men,Qualification,74,2745,PHAN Cong Minh,VIE,570-15x
2023 World Championship,10M Air Pistol Men,Qualification,75,1165,CHATEAUBRIAN Philipe,BRA,570-15x
2023 World Championship,10M Air Pistol Men,Qualification,76,1996,SAHITI Nexhat,KOS,570-14x
2023 World Championship,10M Air Pistol Men,Qualification,77,2718,NIKITIN Veniamin,UZB,570-13x
2023 World Championship,10M Air Pistol Men,Qualification,78,2628,ALAMEERI Ahmed Abdalla Ibrahim Abdalla,UAE,570-10x
2023 World Championship,10M Air Pistol Men,Qualification,79,1841,TESCONI Luca,ITA,570-9x
2023 World Championship,10M Air Pistol Men,Qualification,80,2425,CEPER Joze,SLO,569-20x
2023 World Championship,10M Air Pistol Men,Qualification,81,1675,SZEMAN David,HUN,569-17x
2023 World Championship,10M Air Pistol Men,Qualification,82,2217,EKNES Erik,NOR,569-15x
2023 World Championship,10M Air Pistol Men,Qualification,83,1943,TOKMOKOV Askat,KGZ,569-13x
2023 World Championship,10M Air Pistol Men,Qualification,84,1974,KOH Eunsuk,KOR,568-16x
2023 World Championship,10M Air Pistol Men,Qualification,85,1216,STAMENOV Kaloyan,BUL,567-17x
2023 World Championship,10M Air Pistol Men,Qualification,86,2128,URQUIZA Daniel Zacarias,MEX,567-16x
2023 World Championship,10M Air Pistol Men,Qualification,87,2495,KOSTUR Marek,SVK,567-15x
2023 World Championship,10M Air Pistol Men,Qualification,88,2689,LUTZ Stephen,USA,567-7x
2023 World Championship,10M Air Pistol Men,Qualification,89,2115,ZIYAU Ziyan,MDV,566-18x
2023 World Championship,10M Air Pistol Men,Qualification,90,1568,KADAGIDZE Levan,GEO,566-14x
2023 World Championship,10M Air Pistol Men,Qualification,91,1690,SUKMANA Wira,INA,566-9x
2023 World Championship,10M Air Pistol Men,Qualification,92,2140,ENKHTAIVAN Davaakhuu,MGL,565-14x
2023 World Championship,10M Air Pistol Men,Qualification,93,1391,CUEVA CORDOVA Yautung Boanerges,ECU,565-10x
2023 World Championship,10M Air Pistol Men,Qualification,94,1400,ABDELFATAH Omar,EGY,565-9x
2023 World Championship,10M Air Pistol Men,Qualification,95,1225,ESERCITATO Michele,CAN,564-15x
2023 World Championship,10M Air Pistol Men,Qualification,96,1051,GROVES Bailey James,AUS,564-12x
2023 World Championship,10M Air Pistol Men,Qualification,97,2146,PUREVDORJ Tergel,MGL,564-10x
2023 World Championship,10M Air Pistol Men,Qualification,98,2024,AL NMSHAN Hamad,KUW,564-9x
2023 World Championship,10M Air Pistol Men,Qualification,99,1557,MILLER James Andrew John,GBR,563-18x
2023 World Championship,10M Air Pistol Men,Qualification,100,1318,GRAU POTRILLE Jorge,CUB,563-11x
2023 World Championship,10M Air Pistol Men,Qualification,101,2055,BIN DALLAH Mohammed,LBA,562-15x
2023 World Championship,10M Air Pistol Men,Qualification,102,2285,ALTAMIRANO FARFAN Kevin Luis,PER,562-12x
2023 World Championship,10M Air Pistol Men,Qualification,103,1938,BEKTENOV Imandos,KGZ,562-12x
2023 World Championship,10M Air Pistol Men,Qualification,104,2578,HUANG Wei-Te,TPE,561-12x
2023 World Championship,10M Air Pistol Men,Qualification,105,1190,ALSHERAWI Ahmed Esam Mohamed Abdulla Sultan,BRN,561-9x
2023 World Championship,10M Air Pistol Men,Qualification,106,1939,ERKINBAEV Sanzharbek,KGZ,560-15x
2023 World Championship,10M Air Pistol Men,Qualification,107,1019,ADJABI Amine,ALG,560-12x
2023 World Championship,10M Air Pistol Men,Qualification,108,2047,VILCINS Daniels,LAT,559-8x
2023 World Championship,10M Air Pistol Men,Qualification,109,1098,ASTANOV Elvin,AZE,558-14x
2023 World Championship,10M Air Pistol Men,Qualification,110,1129,AHMED Shakil,BAN,558-9x
2023 World Championship,10M Air Pistol Men,Qualification,111,2249,AL ABRI Ismail,OMA,557-10x
2023 World Championship,10M Air Pistol Men,Qualification,112,1115,MUSAYEV Haji,AZE,556-12x
2023 World Championship,10M Air Pistol Men,Qualification,113,1012,RRUFA Henri,ALB,555-8x
2023 World Championship,10M Air Pistol Men,Qualification,114,2375,AL SHAIBA Osama Abdulnasser A,QAT,554-8x
2023 World Championship,10M Air Pistol Men,Qualification,115,2054,ALAEWAR Abdulsamia Abraheem Mohammed,LBA,553-8x
2023 World Championship,10M Air Pistol Men,Qualification,116,1197,MUSLEM Ahmed Mohamed Salama Hasan,BRN,552-9x
2023 World Championship,10M Air Pistol Men,Qualification,117,1289,GOMEZ Armando,COL,550-9x
2023 World Championship,10M Air Pistol Men,Qualification,118,1292,SANCHEZ Sebastian,COL,550-9x
2023 World Championship,10M Air Pistol Men,Qualification,119,2348,SANTOS Antonio Manuel,POR,548-5x
2023 World Championship,10M Air Pistol Men,Qualification,120,2257,AL HINAI Salim,OMA,546-9x
2023 World Championship,10M Air Pistol Men,Qualification,121,2201,ODESANYA Kayode,NGR,541-4x
2023 World Championship,10M Air Pistol Men,Qualification,122,1198,ZAMAN Mohamed,BRN,535-8x
2023 World Championship,10M Air Pistol Men,Qualification,123,2206,OYEGBADE Ayomide Boluwatife,NGR,535-6x
2023 World Championship,10M Air Pistol Men,Qualification,124,2203,OKPAKU Anire WR World Record,NGR,515-4x
2023 World Championship,25M Rapid Fire Pistol Men,Final,1,1263,LI Yuehong,CHN,39
2023 World Championship,25M Rapid Fire Pistol Men,Final,2,1516,BESSAGUET Clement,FRA,30
2023 World Championship,25M Rapid Fire Pistol Men,Final,3,1607,PETER Florian,GER,24
2023 World Championship,25M Rapid Fire Pistol Men,Final,4,1886,YOSHIOKA Dai,JPN,19
2023 World Championship,25M Rapid Fire Pistol Men,Final,5,1272,WANG Xinjie,CHN,14
2023 World Championship,25M Rapid Fire Pistol Men,Final,6,2653,KUSHNIROV Denys SO Athlete eliminated by Shoot-off for tie WR World Record,UKR,13
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,1,1272,WANG Xinjie,CHN,588-25x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,2,1263,LI Yuehong,CHN,586-24x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,3,1516,BESSAGUET Clement,FRA,586-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,4,1607,PETER Florian,GER,585-23x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,5,1886,YOSHIOKA Dai,JPN,584-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,6,2653,KUSHNIROV Denys,UKR,583-21x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,7,1359,PODHRASKY Martin,CZE,583-17x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,8,1471,OLESK Peeter,EST,583-16x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,9,1739,SINGH Adarsh,IND,583-15x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,10,2289,CARRILLO Marko,PER,583-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,11,1267,LIU Yangpan,CHN,582-22x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,12,2645,HORODYNETS Maksym,UKR,582-20x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,13,1049,EVGLEVSKI Sergei,AUS,582-18x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,14,1110,LUNEV Ruslan,AZE,582-16x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,15,1986,SONG Jong-Ho,KOR,581-20x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,16,1590,GEIS Oliver Seconds Sub,GER,581-17x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,17,1978,LEE Gunhyeok,KOR,580-21x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,18,1900,CHIRYUKIN Nikita,KAZ,580-18x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,19,1322,PUPO Leuris,CUB,580-17x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,20,2323,MILIWEK Oskar,POL,579-17x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,21,2271,BASHIR Ghulam Mustafa,PAK,579-14x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,22,1972,KIM Seojun,KOR,578-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,23,1828,MAZZETTI Riccardo,ITA,578-14x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,24,1536,QUIQUAMPOIX Jean,FRA,577-20x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,25,1738,SIDHU Vijayveer,IND,577-20x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,26,1368,TEHAN Tomas,CZE,577-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,27,2687,LEVERETT Henry Turner,USA,577-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,28,2737,HA MINH Thanh,VIE,576-20x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,29,1316,ALVAREZ Jorge,CUB,576-18x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,30,2748,VU Tien Nam,VIE,575-20x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,31,2212,AAS Ole-Harald,NOR,575-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,32,1699,ANISH Anish,IND,575-18x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,33,2285,ALTAMIRANO FARFAN Kevin Luis,PER,575-14x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,34,1839,SPINELLA Massimo,ITA,575-13x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,35,2696,SANDERSON Keith,USA,575-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,36,1609,REITZ Christian,GER,574-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,37,1691,SUTEJA Dewa Putu Yadi,INA,573-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,38,1673,REDECSI Mate,HUN,572-15x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,39,2649,KOROSTYLOV Pavlo,UKR,572-14x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,40,1501,TALVITIE Marko Seconds Sub,FIN,571-13x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,41,1437,CAMPOS LINARES Javier,ESP,571-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,42,1830,MORASSUT Andrea,ITA,570-19x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,43,1548,GOWIN Sam William,GBR,570-15x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,44,1882,TAKEUCHI Hibiki,JPN,569-13x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,45,2732,GOMEZ Douglas,VEN,569-8x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,46,1072,KRAL Daniel,AUT,568-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,47,1168,DUARTE Emerson,BRA,568-7x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,48,2425,CEPER Joze,SLO,567-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,49,2318,KLIMEK Damian,POL,566-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,50,2329,SAKOWSKI Patryk,POL,566-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,51,1086,ZECHMEISTER Richard,AUT,566-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,52,1401,ABDELHADY MOHAMED Omar Khaled,EGY,565-17x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,53,1688,MARTANTO Totok Tri,INA,565-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,54,1361,RAMPULA Matej,CZE,564-18x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,55,2251,AL BALUSHI Muad,OMA,564-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,56,2749,PHAN Xuan Chuyen,VIE,563-16x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,57,1861,ICHIKAWA Hiroyoshi,JPN,563-9x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,58,2562,TRINIPHAKORN Schwakon,THA,562-15x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,59,1473,RAUKAS Fred,EST,562-11x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,60,1928,YUNUSMETOV Ruslan,KAZ,562-6x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,61,2255,ALHATTALI Jamal Mansoor,OMA,560-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,62,1909,KABAKOV Artemiy,KAZ,555-10x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,63,2604,DIKEC Yusuf,TUR,554-15x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,64,1175,SILVEIRA Vladimir Seconds Sub,BRA,552-18x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,65,1318,GRAU POTRILLE Jorge,CUB,552-16x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,66,1692,YULIANTO Anang,INA,552-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,67,1420,TAHA Mahmoud,EGY,546-14x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,68,2554,PHUANGTHONG Wachiravit,THA,545-8x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,69,2217,EKNES Erik,NOR,538-10x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,70,2203,OKPAKU Anire,NGR,538-8x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,71,2609,KELES Ismail,TUR,537-3x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,72,1098,ASTANOV Elvin,AZE,530-7x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,73,2223,HEMBRE Mattis,NOR,529-4x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,74,1654,CHEN Haohui,HKG,520-12x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,75,1101,GARAYEV Imran,AZE,512-7x
2023 World Championship,25M Rapid Fire Pistol Men,Qualification,76,1400,ABDELFATAH Omar WR World Record,EGY,DNS
2023 World Championship,10M Air Rifle Men,Final,1,2526,LINDGREN Victor,SWE,251.3
2023 World Championship,10M Air Rifle Men,Final,2,1277,YANG Haoran,CHN,250.6
2023 World Championship,10M Air Rifle Men,Final,3,1366,SMETANA Frantisek,CZE,227.5
2023 World Championship,10M Air Rifle Men,Final,4,1925,SATPAYEV Islam,KAZ,206.5
2023 World Championship,10M Air Rifle Men,Final,5,2142,NYANTAI Bayaraa,MGL,185.1
2023 World Championship,10M Air Rifle Men,Final,6,1249,DU Linshu,CHN,164.5
2023 World Championship,10M Air Rifle Men,Final,7,2584,LU Shao-Chuan,TPE,143.0
2023 World Championship,10M Air Rifle Men,Final,8,1821,BONAZZI Edoardo WR World Record,ITA,123.1
2023 World Championship,10M Air Rifle Men,Qualification,1,1277,YANG Haoran,CHN,633.9
2023 World Championship,10M Air Rifle Men,Qualification,2,1925,SATPAYEV Islam,KAZ,632.7
2023 World Championship,10M Air Rifle Men,Qualification,3,1821,BONAZZI Edoardo,ITA,631.3
2023 World Championship,10M Air Rifle Men,Qualification,4,1249,DU Linshu,CHN,630.9
2023 World Championship,10M Air Rifle Men,Qualification,5,2142,NYANTAI Bayaraa,MGL,630.6
2023 World Championship,10M Air Rifle Men,Qualification,6,1366,SMETANA Frantisek,CZE,629.7
2023 World Championship,10M Air Rifle Men,Qualification,7,2584,LU Shao-Chuan,TPE,629.4
2023 World Championship,10M Air Rifle Men,Qualification,8,2526,LINDGREN Victor,SWE,629.3
2023 World Championship,10M Air Rifle Men,Qualification,9,1670,PEKLER Zalan,HUN,629.1
2023 World Championship,10M Air Rifle Men,Qualification,10,1515,BAUDOUIN Brian,FRA,629.0
2023 World Championship,10M Air Rifle Men,Qualification,11,2527,MADSEN Marcus,SWE,629.0
2023 World Championship,10M Air Rifle Men,Qualification,12,1984,PARK Hajun,KOR,629.0
2023 World Championship,10M Air Rifle Men,Qualification,13,1214,RIZOV Anton,BUL,628.9
2023 World Championship,10M Air Rifle Men,Qualification,14,2224,LARSEN Henrik,NOR,628.7
2023 World Championship,10M Air Rifle Men,Qualification,15,2599,AKGUN Omer,TUR,628.6
2023 World Championship,10M Air Rifle Men,Qualification,16,1279,YU Haonan,CHN,628.5
2023 World Championship,10M Air Rifle Men,Qualification,17,1811,RICHTER Sergey,ISR,628.3
2023 World Championship,10M Air Rifle Men,Qualification,18,1838,SOLLAZZO Danilo Dennis,ITA,628.2
2023 World Championship,10M Air Rifle Men,Qualification,19,1054,ROSSITER Jack,AUS,628.2
2023 World Championship,10M Air Rifle Men,Qualification,20,2561,TORTUNGPANICH Napis,THA,628.1
2023 World Championship,10M Air Rifle Men,Qualification,21,1055,SAMPSON Dane,AUS,628.0
2023 World Championship,10M Air Rifle Men,Qualification,22,1382,KILDEHOJ Nicklas Hojfeldt,DEN,628.0
2023 World Championship,10M Air Rifle Men,Qualification,23,2494,JANY Patrik,SVK,628.0
2023 World Championship,10M Air Rifle Men,Qualification,24,1303,GORSA Petar,CRO,627.9
2023 World Championship,10M Air Rifle Men,Qualification,25,1305,MARICIC Miran,CRO,627.8
2023 World Championship,10M Air Rifle Men,Qualification,26,1308,SIKAVICA Josip,CRO,627.8
2023 World Championship,10M Air Rifle Men,Qualification,27,1082,STREMPFL Martin,AUT,627.6
2023 World Championship,10M Air Rifle Men,Qualification,28,1725,PANWAR Divyansh Singh,IND,627.5
2023 World Championship,10M Air Rifle Men,Qualification,29,1768,NEKOUNAM Amir Mohammad,IRI,627.5
2023 World Championship,10M Air Rifle Men,Qualification,30,1360,PRIVRATSKY Jiri,CZE,627.5
2023 World Championship,10M Air Rifle Men,Qualification,31,1615,ULBRICH Maximilian,GER,627.4
2023 World Championship,10M Air Rifle Men,Qualification,32,1878,SHIMADA Atsushi,JPN,627.3
2023 World Championship,10M Air Rifle Men,Qualification,33,1748,TOMAR Aishwary Pratap Singh,IND,627.3
2023 World Championship,10M Air Rifle Men,Qualification,34,2221,HEGG Jon-Hermann,NOR,627.1
2023 World Championship,10M Air Rifle Men,Qualification,35,1543,BALE Dean,GBR,627.1
2023 World Championship,10M Air Rifle Men,Qualification,36,1347,HRCKULAK David,CZE,627.1
2023 World Championship,10M Air Rifle Men,Qualification,37,1671,PENI Istvan,HUN,627.1
2023 World Championship,10M Air Rifle Men,Qualification,38,2652,KULISH Serhiy,UKR,627.1
2023 World Championship,10M Air Rifle Men,Qualification,39,2685,KOZENIESKY Lucas,USA,627.0
2023 World Championship,10M Air Rifle Men,Qualification,40,2720,SOKHIBOV Javohir,UZB,627.0
2023 World Championship,10M Air Rifle Men,Qualification,41,1769,NOROUZIYAN Pourya,IRI,627.0
2023 World Championship,10M Air Rifle Men,Qualification,42,2684,KISSELL Rylan William,USA,626.9
2023 World Championship,10M Air Rifle Men,Qualification,43,1079,SCHMIRL Alexander,AUT,626.8
2023 World Championship,10M Air Rifle Men,Qualification,44,2321,KOWALEWICZ Maciej,POL,626.8
2023 World Championship,10M Air Rifle Men,Qualification,45,1586,DALLINGER Maximilian,GER,626.7
2023 World Championship,10M Air Rifle Men,Qualification,46,2458,STEFANOVIC Milutin,SRB,626.6
2023 World Championship,10M Air Rifle Men,Qualification,47,1665,HAMMERL Soma Richard,HUN,626.3
2023 World Championship,10M Air Rifle Men,Qualification,48,2613,NALBANT Mert,TUR,626.2
2023 World Championship,10M Air Rifle Men,Qualification,49,2664,TSARKOV Oleh,UKR,626.0
2023 World Championship,10M Air Rifle Men,Qualification,50,1873,OKADA Naoya,JPN,626.0
